"Moving Violations",,
"109th Precinct",,
"   April ",,
109sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",2,23
"Bus Lane, Driving in",0,0
"Cell Phone",135,781
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Sign",679,2512
"Equipment (Other)",11,38
"Fail to Keep Right",0,3
"Fail to Signal",4,62
"Fail to Stop on Signal",83,374
"Following Too Closely",1,5
"Headlights (Defect. or Improper)",0,14
"Improper Lights",0,0
"Improper Passing",12,18
"Improper Turn",41,192
"Improper/Missing Plates",6,26
"Not Giving R of W to Pedes.",64,271
"Not Giving R of W to Veh.",19,41
"One Way Street",4,13
"Pavement Markings",36,95
"Safety Belt",264,1093
"School Bus, Passing Stopped",25,36
Speeding,89,207
Spillback,5,36
"Tinted Windows",160,607
"Truck Routes",18,46
U-Turn,10,31
Uninspected,5,33
Uninsured,25,144
"Unlicensed Operator",122,446
Unregistered,17,67
"Unsafe Lane Change",6,14
"Other Movers",99,352
"109    TOTAL Movers ",1943,7584
"* All figures are preliminary and subject to change.",,
