"Moving Violations",,
"44th Precinct",,
"    July ",,
044sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",3,24
"Brake Lights (Defect.or Improper)",14,216
"Bus Lane, Driving in",0,0
"Cell Phone",73,460
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",56,337
"Disobey Traffic Control Device",173,1293
"Equipment (Other)",6,48
"Fail to Keep Right",0,1
"Fail to Signal",5,38
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",22,180
"Improper Lights",1,1
"Improper Passing",4,10
"Improper Turn",11,143
"Improper/Missing Plates",5,31
"Not Giving R of W to Pedes.",34,192
"Not Giving R of W to Veh.",1,10
"One Way Street",2,22
"Pavement Markings",2,71
"Safety Belt",65,551
"School Bus, Passing Stopped",29,151
Speeding,31,370
Spillback,0,20
"Tinted Windows",43,329
"Truck Routes",2,2
U-Turn,2,63
Uninspected,4,27
Uninsured,33,213
"Unlicensed Operator",63,383
Unregistered,18,143
"Unsafe Lane Change",0,9
"Other Movers",41,176
"044TOTAL Movers ",743,5515
,,
"* All figures are preliminary and subject to change.",,
