"Moving Violations",,
"45th Precinct",,
"    July ",,
045sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",17,182
"Bus Lane, Driving in",0,0
"Cell Phone",30,355
"Commercial Veh on Pkwy",3,5
"Defective Brakes",0,0
"Disobey Steady Red Signal",8,94
"Disobey Traffic Control Device",47,508
"Equipment (Other)",2,26
"Fail to Keep Right",0,0
"Fail to Signal",7,39
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",15,159
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",17,134
"Improper/Missing Plates",7,28
"Not Giving R of W to Pedes.",11,177
"Not Giving R of W to Veh.",0,3
"One Way Street",2,10
"Pavement Markings",5,65
"Safety Belt",46,366
"School Bus, Passing Stopped",1,13
Speeding,96,315
Spillback,1,8
"Tinted Windows",57,470
"Truck Routes",0,14
U-Turn,1,12
Uninspected,4,17
Uninsured,31,294
"Unlicensed Operator",29,243
Unregistered,11,101
"Unsafe Lane Change",5,12
"Other Movers",25,142
"045TOTAL Movers ",478,3798
,,
"* All figures are preliminary and subject to change.",,
