"Moving Violations",,
"1st Precinct",,
"    July ",,
001sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",1,8
"Bus Lane, Driving in",4,9
"Cell Phone",178,1496
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",76,580
"Disobey Traffic Control Device",204,1417
"Equipment (Other)",0,76
"Fail to Keep Right",0,1
"Fail to Signal",17,126
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,20
"Improper Lights",1,6
"Improper Passing",0,13
"Improper Turn",78,660
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",40,295
"Not Giving R of W to Veh.",0,7
"One Way Street",16,115
"Pavement Markings",40,267
"Safety Belt",89,714
"School Bus, Passing Stopped",0,2
Speeding,10,73
Spillback,0,5
"Tinted Windows",33,317
"Truck Routes",4,26
U-Turn,4,13
Uninspected,0,0
Uninsured,14,69
"Unlicensed Operator",6,64
Unregistered,4,19
"Unsafe Lane Change",7,38
"Other Movers",33,176
"001TOTAL Movers ",865,6616
,,
"* All figures are preliminary and subject to change.",,
